0.0000,4.1097,0.7390,0.9590,0.6090
1.0000,3.2806,0.6980,0.9180,0.5680
2.0000,2.7023,0.6570,0.8770,0.5270
3.0000,2.2826,0.6161,0.8361,0.4861
4.0000,1.9668,0.5751,0.7951,0.4451
5.0000,1.7214,0.5341,0.7541,0.4041
6.0000,1.5253,0.4931,0.7131,0.3631
7.0000,1.3662,0.4521,0.6721,0.3221
8.0000,1.3063,0.4111,0.6311,0.2811
9.0000,1.2514,0.3702,0.5902,0.2402
10.0000,1.2001,0.3292,0.5492,0.2000
11.0000,1.1517,0.2882,0.5082,0.2000
12.0000,1.1059,0.2472,0.4672,0.2000
13.0000,1.0625,0.2062,0.4262,0.2000
14.0000,1.0537,0.2000,0.3852,0.2000
15.0000,1.0499,0.2000,0.3443,0.2000
16.0000,1.0444,0.2000,0.3033,0.2000
17.0000,1.0357,0.2000,0.2623,0.2000
18.0000,1.0199,0.2000,0.2213,0.2000
19.0000,0.9828,0.2000,0.1803,0.2000
20.0000,0.7893,0.2000,0.1393,0.2000
21.0000,0.7893,0.2000,0.1393,0.2000
22.0000,0.7893,0.2000,0.1393,0.2000
23.0000,0.7893,0.2000,0.1393,0.2000
24.0000,0.7893,0.2000,0.1393,0.2000
25.0000,0.7893,0.2000,0.1393,0.2000
26.0000,0.7893,0.2000,0.1393,0.2000
27.0000,0.7893,0.2000,0.1393,0.2000
28.0000,0.7893,0.2000,0.1393,0.2000
29.0000,0.7893,0.2000,0.1393,0.2000
30.0000,0.7893,0.2000,0.1393,0.2000
31.0000,0.7893,0.2000,0.1393,0.2000
32.0000,0.7893,0.2000,0.1393,0.2000
33.0000,0.7893,0.2000,0.1393,0.2000
34.0000,0.7893,0.2000,0.1393,0.2000
35.0000,0.7893,0.2000,0.1393,0.2000
36.0000,0.7893,0.2000,0.1393,0.2000
37.0000,0.7893,0.2000,0.1393,0.2000
38.0000,0.7893,0.2000,0.1393,0.2000
39.0000,0.7893,0.2000,0.1393,0.2000
40.0000,0.7893,0.2000,0.1393,0.2000
41.0000,0.7893,0.2000,0.1393,0.2000
42.0000,0.7893,0.2000,0.1393,0.2000
43.0000,0.7893,0.2000,0.1393,0.2000
44.0000,0.7893,0.2000,0.1393,0.2000
45.0000,0.7893,0.2000,0.1393,0.2000
46.0000,0.7893,0.2000,0.1393,0.2000
47.0000,0.7893,0.2000,0.1393,0.2000
48.0000,0.7893,0.2000,0.1393,0.2000
49.0000,0.7893,0.2000,0.1393,0.2000
50.0000,0.7893,0.2000,0.1393,0.2000
51.0000,0.7893,0.2000,0.1393,0.2000
52.0000,0.7893,0.2000,0.1393,0.2000
53.0000,0.7893,0.2000,0.1393,0.2000
54.0000,0.7893,0.2000,0.1393,0.2000
55.0000,0.7893,0.2000,0.1393,0.2000
56.0000,0.7893,0.2000,0.1393,0.2000
57.0000,0.7893,0.2000,0.1393,0.2000
58.0000,0.7893,0.2000,0.1393,0.2000
59.0000,0.7893,0.2000,0.1393,0.2000
60.0000,0.7893,0.2000,0.1393,0.2000
